Reservation ID,Listing ID,PMS Name,check_in_date,check_out_date,Nightly Amount,Rental Revenue,No. of Days,Booked Date,Lead Time
6.51E+12,203812___364773,cloudbeds,4/13/23,4/15/23,908,1816,2,3/24/23,20
2.64E+12,203812___364773,cloudbeds,3/27/23,3/28/23,229,229,1,3/23/23,4
5.65E+12,203812___364773,cloudbeds,3/25/23,3/27/23,281,562,2,3/23/23,2
1.78E+12,203812___364773,cloudbeds,3/15/23,3/16/23,501,501,1,3/15/23,0
8.45E+12,203812___364773,cloudbeds,4/18/23,4/21/23,454,1362,3,3/15/23,34
6.20E+12,203812___364773,cloudbeds,5/3/23,5/5/23,402,804,2,3/15/23,49
2.19E+12,203812___364773,cloudbeds,3/14/23,3/15/23,339,339,1,3/14/23,0
7.44E+12,203812___364773,cloudbeds,3/12/23,3/13/23,741,741,1,3/11/23,1
6.72E+12,203812___364773,cloudbeds,3/10/23,3/12/23,1161,2322,2,3/9/23,1
6.26E+12,203812___364773,cloudbeds,3/8/23,3/10/23,212,424,2,3/5/23,3
6.45E+12,203812___364773,cloudbeds,2/27/23,2/28/23,233,233,1,2/27/23,0
4.87E+12,203812___364773,cloudbeds,2/26/23,2/27/23,218,218,1,2/26/23,0
4.94E+12,203812___364773,cloudbeds,2/23/23,2/24/23,233,233,1,2/23/23,0
9.84E+12,203812___364773,cloudbeds,2/24/23,2/26/23,578,1156,2,2/22/23,2
8.41E+12,203812___364773,cloudbeds,3/17/23,3/19/23,956,1912,2,2/22/23,23
7.52E+11,203812___364773,cloudbeds,2/20/23,2/21/23,287,287,1,2/20/23,0
6.66E+12,203812___364773,cloudbeds,2/21/23,2/23/23,233,466,2,2/19/23,2
5.45E+12,203812___364773,cloudbeds,2/15/23,2/16/23,216,216,1,2/15/23,0
5.92E+12,203812___364773,cloudbeds,2/18/23,2/20/23,972.5,1945,2,2/14/23,4
3.50E+12,203812___364773,cloudbeds,6/22/23,6/24/23,818,1636,2,2/9/23,133
3.21E+12,203812___364773,cloudbeds,2/10/23,2/12/23,551,1102,2,2/8/23,2
2.31E+12,203812___364773,cloudbeds,2/13/23,2/15/23,342,684,2,2/8/23,5
1.31E+12,203812___364773,cloudbeds,2/12/23,2/13/23,310,310,1,2/7/23,5
1.81E+12,203812___364773,cloudbeds,3/2/23,3/5/23,763.333333,2290,3,2/5/23,25
9.38E+12,203812___364773,cloudbeds,2/8/23,2/10/23,213.5,427,2,2/5/23,3
1.88E+12,203812___364773,cloudbeds,1/31/23,2/1/23,246,246,1,1/28/23,3
7.55E+12,203812___364773,cloudbeds,1/28/23,1/29/23,479,479,1,1/28/23,0
6.03E+12,203812___364773,cloudbeds,1/29/23,1/30/23,327,327,1,1/27/23,2
7.04E+12,203812___364773,cloudbeds,1/26/23,1/28/23,282.5,565,2,1/26/23,0
9.82E+12,203812___364773,cloudbeds,2/3/23,2/5/23,637,1274,2,1/22/23,12
8.41E+12,203812___364773,cloudbeds,1/24/23,1/26/23,280,560,2,1/22/23,2
1.37E+12,203812___364773,cloudbeds,2/5/23,2/7/23,575,1150,2,1/16/23,20
8.17E+12,203812___364773,cloudbeds,1/16/23,1/17/23,183,183,1,1/16/23,0
4.93E+12,203812___364773,cloudbeds,4/21/23,4/22/23,599,599,1,1/14/23,97
5.47E+12,203812___364773,cloudbeds,1/12/23,1/13/23,257,257,1,1/11/23,1
4.27E+12,203812___364773,cloudbeds,9/19/24,9/20/24,306,306,1,9/18/24,1
3.22E+12,203812___364773,cloudbeds,9/17/24,9/19/24,367,734,2,9/17/24,0
5.47E+12,203812___364773,cloudbeds,12/17/24,12/19/24,315,630,2,9/1/24,107
7.24E+12,203812___364773,cloudbeds,10/18/24,10/20/24,1242,2484,2,8/29/24,50
2.96E+12,203812___364773,cloudbeds,10/8/24,10/11/24,465,1395,3,8/16/24,53
4.95E+12,203812___364773,cloudbeds,9/30/24,10/2/24,379,758,2,7/21/24,71
4.90E+12,203812___364773,cloudbeds,9/20/24,9/23/24,625,1875,3,7/20/24,62
1.21E+12,203812___364773,cloudbeds,9/24/24,9/25/24,229,229,1,9/23/24,1
2.27E+12,203812___364773,cloudbeds,9/26/24,9/29/24,565,1695,3,9/25/24,1
9.76E+12,203812___364773,cloudbeds,10/3/24,10/6/24,903,2709,3,9/27/24,6
7.87E+12,203812___364773,cloudbeds,10/12/24,10/14/24,1037,2074,2,10/7/24,5
1.31E+12,203812___364773,cloudbeds,10/7/24,10/8/24,214,214,1,10/6/24,1
8.19E+12,203812___364773,cloudbeds,11/11/24,11/13/24,372,744,2,10/5/24,37
5.88E+12,203812___364773,cloudbeds,10/6/24,10/7/24,325,325,1,10/5/24,1
2.00E+12,203812___364773,cloudbeds,10/11/24,10/12/24,490,490,1,10/11/24,0
9.73E+12,203812___364773,cloudbeds,10/16/24,10/17/24,428,428,1,10/14/24,2
1.66E+12,203812___364773,cloudbeds,11/4/24,11/6/24,372,744,2,10/13/24,22
7.13E+12,203812___364773,cloudbeds,11/23/24,11/26/24,635.333333,1906,3,10/15/24,39
9.78E+12,203812___364773,cloudbeds,10/21/24,10/23/24,389,778,2,10/18/24,3
3.16E+12,203812___364773,cloudbeds,11/27/24,12/1/24,888,3552,4,10/27/24,31
2.87E+12,203812___364773,cloudbeds,11/7/24,11/10/24,563,1689,3,11/4/24,3
2.87E+12,203812___364773,cloudbeds,11/6/24,11/7/24,372,372,1,11/5/24,1
1.34E+12,203812___364773,cloudbeds,11/10/24,11/11/24,327,327,1,11/10/24,0
9.83E+12,203812___364773,cloudbeds,11/14/24,11/16/24,717,1434,2,11/12/24,2
9.26E+12,203812___364773,cloudbeds,11/19/24,11/21/24,428,856,2,11/12/24,7
4.51E+12,203812___364773,cloudbeds,12/1/24,12/2/24,304,304,1,11/12/24,19
6.43E+12,203812___364773,cloudbeds,11/16/24,11/18/24,619,1238,2,11/14/24,2
3.26E+12,203812___364773,cloudbeds,11/1/24,11/3/24,807,1614,2,10/26/24,6
1.46E+12,203812___364773,cloudbeds,10/25/24,10/27/24,716,1432,2,10/24/24,1
6.61E+12,203812___364773,cloudbeds,1/17/25,1/19/25,854.5,1709,2,11/17/24,61
4.94E+12,203812___364773,cloudbeds,12/6/24,12/8/24,899,1798,2,12/2/24,4
1.93E+12,203812___364773,cloudbeds,12/8/24,12/9/24,259,259,1,12/5/24,3
7.02E+12,203812___364773,cloudbeds,1/20/25,1/23/25,379,1137,3,12/8/24,43
7.23E+12,203812___364773,cloudbeds,12/13/24,12/15/24,1247,2494,2,12/10/24,3
8.67E+12,203812___364773,cloudbeds,2/4/25,2/6/25,379,758,2,12/9/24,57
7.01E+12,203812___364773,cloudbeds,12/29/24,12/31/24,868,1736,2,12/13/24,16
2.52E+12,203812___364773,cloudbeds,12/31/24,1/3/25,942,2826,3,12/19/24,12
7.20E+12,203812___364773,cloudbeds,12/22/24,12/23/24,379,379,1,12/18/24,4
3.50E+12,203812___364773,cloudbeds,12/21/24,12/22/24,556,556,1,12/21/24,0
2.52E+12,203812___364773,cloudbeds,12/27/24,12/29/24,847,1694,2,12/22/24,5
9.95E+12,203812___364773,cloudbeds,12/26/24,12/27/24,445,445,1,12/24/24,2
2.12E+12,203812___364773,cloudbeds,12/24/24,12/26/24,423,846,2,12/23/24,1
5.30E+12,203812___364773,cloudbeds,1/10/25,1/12/25,999,1998,2,12/31/24,10
7.43E+12,203812___364773,cloudbeds,3/31/25,4/3/25,329,987,3,12/31/24,90
8.23E+12,203812___364773,cloudbeds,1/13/25,1/14/25,239,239,1,1/2/25,11
6.40E+12,203812___364773,cloudbeds,1/12/25,1/13/25,549,549,1,1/2/25,10
9.57E+12,203812___364773,cloudbeds,1/5/25,1/6/25,205,205,1,1/5/25,0
5.30E+12,203812___364773,cloudbeds,2/24/25,2/28/25,274,1096,4,1/10/25,45
3.65E+12,203812___364773,cloudbeds,1/14/25,1/16/25,239,478,2,1/9/25,5
7.12E+12,203812___364773,cloudbeds,1/24/25,1/26/25,749,1498,2,1/9/25,15
1.06E+12,203812___364773,cloudbeds,9/16/24,9/17/24,315,315,1,9/12/24,4
8.05E+12,203812___364773,cloudbeds,9/8/24,9/9/24,274,274,1,9/7/24,1
5.91E+12,203812___364773,cloudbeds,9/14/24,9/16/24,552,1104,2,9/3/24,11
8.26E+12,203812___364773,cloudbeds,9/4/24,9/5/24,216,216,1,9/2/24,2
4.42E+12,203812___364773,cloudbeds,8/30/24,8/31/24,329,329,1,8/30/24,0
5.96E+12,203812___364773,cloudbeds,9/5/24,9/7/24,490,980,2,8/22/24,14
8.28E+12,203812___364773,cloudbeds,8/18/24,8/19/24,196,196,1,8/18/24,0
2.50E+12,203812___364773,cloudbeds,8/19/24,8/21/24,270,540,2,8/17/24,2
6.92E+12,203812___364773,cloudbeds,8/11/24,8/12/24,279,279,1,8/11/24,0
1.51E+12,203812___364773,cloudbeds,8/14/24,8/15/24,227,227,1,8/9/24,5
6.80E+12,203812___364773,cloudbeds,8/21/24,8/22/24,239,239,1,8/5/24,16
9.47E+12,203812___364773,cloudbeds,8/3/24,8/5/24,470,940,2,8/1/24,2
9.95E+12,203812___364773,cloudbeds,8/7/24,8/9/24,284,568,2,7/30/24,8
1.45E+12,203812___364773,cloudbeds,8/6/24,8/7/24,254,254,1,7/25/24,12
4.31E+12,203812___364773,cloudbeds,7/27/24,7/28/24,422,422,1,7/25/24,2
7.01E+12,203812___364773,cloudbeds,8/5/24,8/6/24,254,254,1,7/22/24,14
6.68E+12,203812___364773,cloudbeds,7/18/24,7/20/24,291,582,2,7/17/24,1
7.49E+12,203812___364773,cloudbeds,9/9/24,9/11/24,239,478,2,7/16/24,55
3.78E+12,203812___364773,cloudbeds,8/12/24,8/14/24,299,598,2,7/10/24,33
5.92E+12,203812___364773,cloudbeds,7/9/24,7/11/24,241,482,2,7/9/24,0
1.30E+12,203812___364773,cloudbeds,7/16/24,7/18/24,402,804,2,7/8/24,8
6.70E+12,203812___364773,cloudbeds,7/23/24,7/26/24,445,1335,3,7/6/24,17
6.52E+12,203812___364773,cloudbeds,9/2/24,9/4/24,239,478,2,7/1/24,63
7.13E+12,203812___364773,cloudbeds,7/20/24,7/22/24,714,1428,2,6/30/24,20
4.40E+12,203812___364773,cloudbeds,6/30/24,7/2/24,577,1154,2,6/28/24,2
4.00E+12,203812___364773,cloudbeds,8/1/24,8/3/24,564,1128,2,6/26/24,36
6.25E+12,203812___364773,cloudbeds,7/7/24,7/8/24,299,299,1,6/24/24,13
1.06E+12,203812___364773,cloudbeds,6/23/24,6/24/24,184,184,1,6/23/24,0
3.51E+12,203812___364773,cloudbeds,6/21/24,6/23/24,402,804,2,6/21/24,0
9.56E+12,203812___364773,cloudbeds,7/12/24,7/14/24,433,866,2,6/21/24,21
9.06E+12,203812___364773,cloudbeds,6/27/24,6/28/24,303,303,1,6/17/24,10
4.19E+12,203812___364773,cloudbeds,8/27/24,8/29/24,239,478,2,6/16/24,72
